CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
CUST-10075,53.0,Female,40.0,3.0,1.0,4.0,Basic,Monthly,3966.29,28.0,0.0
CUST-10076,31.0,Male,59.0,3.0,3.0,30.0,Basic,Quarterly,7753.91,22.0,1.0
CUST-10077,48.0,Female,14.0,24.0,4.0,8.0,Premium,Monthly,1724.95,9.0,0.0
CUST-10078,65.0,Female,15.0,5.0,3.0,7.0,Basic,Annual,973.63,10.0,0.0
CUST-10079,32.0,Male,43.0,26.0,5.0,5.0,Premium,Annual,5187.8,10.0,0.0
CUST-10080,25.0,Female,33.0,11.0,3.0,41.0,Premium,Annual,4254.06,10.0,1.0
CUST-10081,31.0,Female,53.0,7.0,3.0,27.0,Standard,Monthly,6503.58,26.0,1.0
CUST-10082,40.0,Male,31.0,21.0,3.0,5.0,Premium,Quarterly,2524.0,4.0,1.0
CUST-10083,57.0,Female,35.0,24.0,1.0,4.0,Basic,Monthly,4710.58,18.0,1.0
CUST-10084,38.0,Male,17.0,10.0,1.0,4.0,Premium,Monthly,2055.85,12.0,0.0
CUST-10085,33.0,Male,28.0,10.0,4.0,3.0,Premium,Quarterly,3040.35,25.0,0.0
CUST-10086,62.0,Male,19.0,20.0,1.0,5.0,Basic,Annual,2391.19,11.0,0.0
CUST-10087,35.0,Male,46.0,2.0,2.0,2.0,Standard,Monthly,3773.08,16.0,0.0
CUST-10088,64.0,Male,54.0,3.0,4.0,18.0,Standard,Monthly,4144.78,19.0,0.0
CUST-10089,41.0,Male,23.0,8.0,5.0,4.0,Basic,Monthly,1426.43,11.0,0.0
CUST-10090,43.0,Female,32.0,11.0,2.0,12.0,Premium,Quarterly,3285.1,23.0,0.0
CUST-10091,42.0,Female,40.0,13.0,4.0,4.0,Standard,Annual,4163.6,4.0,0.0
CUST-10092,62.0,Female,13.0,7.0,2.0,8.0,Standard,Monthly,1678.64,12.0,1.0
CUST-10093,58.0,Male,59.0,13.0,3.0,2.0,Basic,Monthly,3642.09,28.0,0.0
CUST-10094,46.0,Male,20.0,2.0,2.0,6.0,Standard,Annual,3204.19,17.0,0.0
CUST-10095,32.0,Female,35.0,6.0,1.0,4.0,Premium,Monthly,3057.17,24.0,0.0
CUST-10096,62.0,Male,5.0,9.0,4.0,3.0,Standard,Quarterly,664.23,13.0,0.0
CUST-10097,18.0,Male,9.0,20.0,2.0,14.0,Premium,Monthly,587.19,28.0,1.0
CUST-10098,42.0,Female,29.0,25.0,4.0,0.0,Standard,Monthly,3657.04,4.0,0.0
CUST-10099,24.0,Male,6.0,2.0,2.0,4.0,Basic,Quarterly,923.65,27.0,1.0
CUST-10100,26.0,Female,25.0,18.0,2.0,1.0,Standard,Quarterly,4048.08,6.0,0.0
CUST-10101,41.0,Female,31.0,16.0,2.0,13.0,Basic,Monthly,2870.39,7.0,0.0
CUST-10102,18.0,Male,22.0,25.0,3.0,2.0,Basic,Monthly,1928.73,8.0,0.0
CUST-10103,61.0,Male,2.0,12.0,1.0,7.0,Basic,Monthly,434.36,26.0,1.0
CUST-10104,25.0,Female,45.0,7.0,2.0,1.0,Premium,Quarterly,5633.06,2.0,0.0
CUST-10105,41.0,Male,5.0,7.0,4.0,3.0,Premium,Annual,999.3,9.0,0.0
CUST-10106,28.0,Male,27.0,17.0,3.0,16.0,Basic,Annual,2092.36,10.0,0.0
CUST-10107,34.0,Female,25.0,13.0,1.0,1.0,Basic,Monthly,3464.77,29.0,0.0
CUST-10108,25.0,Male,8.0,11.0,3.0,7.0,Basic,Annual,701.05,19.0,0.0
CUST-10109,52.0,Female,55.0,6.0,5.0,1.0,Premium,Monthly,5573.43,1.0,1.0
CUST-10110,52.0,Female,1.0,29.0,2.0,3.0,Standard,Monthly,181.87,16.0,0.0
CUST-10111,50.0,Male,20.0,23.0,1.0,5.0,Standard,Quarterly,2658.85,18.0,0.0
CUST-10112,22.0,Male,44.0,27.0,0.0,6.0,Standard,Monthly,4908.06,8.0,0.0
CUST-10113,59.0,Male,23.0,14.0,5.0,6.0,Standard,Monthly,1514.81,10.0,0.0
CUST-10114,56.0,Male,32.0,6.0,4.0,7.0,Basic,Monthly,2920.33,22.0,0.0
CUST-10115,58.0,Male,11.0,6.0,0.0,2.0,Basic,Quarterly,1187.44,11.0,0.0
CUST-10116,45.0,Female,39.0,2.0,3.0,3.0,Basic,Quarterly,3304.85,17.0,0.0
CUST-10117,24.0,Male,47.0,22.0,2.0,0.0,Standard,Monthly,2885.8,27.0,0.0
CUST-10118,26.0,Female,54.0,20.0,3.0,10.0,Premium,Annual,4908.77,25.0,0.0
CUST-10119,25.0,Female,24.0,25.0,3.0,12.0,Basic,Quarterly,3381.24,7.0,0.0
CUST-10120,29.0,Female,11.0,15.0,2.0,1.0,Basic,Quarterly,1238.14,26.0,0.0
CUST-10121,51.0,Female,29.0,28.0,4.0,1.0,Premium,Monthly,2548.4,27.0,0.0
CUST-10122,50.0,Male,54.0,17.0,5.0,0.0,Basic,Monthly,8008.93,3.0,0.0
CUST-10123,65.0,Female,26.0,29.0,3.0,24.0,Basic,Monthly,1470.33,29.0,1.0
CUST-10124,40.0,Female,16.0,8.0,1.0,11.0,Premium,Quarterly,2387.83,7.0,0.0
CUST-10125,41.0,Male,35.0,5.0,0.0,3.0,Standard,Quarterly,3631.06,6.0,0.0
CUST-10126,54.0,Male,20.0,17.0,3.0,4.0,Standard,Annual,3182.09,3.0,0.0
CUST-10127,52.0,Female,46.0,20.0,1.0,2.0,Premium,Monthly,4274.71,8.0,0.0
CUST-10128,61.0,Male,3.0,1.0,0.0,6.0,Standard,Monthly,691.88,1.0,0.0
CUST-10129,57.0,Male,1.0,22.0,0.0,8.0,Basic,Monthly,308.41,5.0,0.0
CUST-10130,39.0,Male,58.0,18.0,5.0,4.0,Standard,Monthly,8553.72,24.0,0.0
CUST-10131,44.0,Male,53.0,15.0,2.0,14.0,Standard,Quarterly,4950.25,19.0,0.0
CUST-10132,52.0,Female,47.0,5.0,7.0,5.0,Premium,Annual,5180.59,27.0,0.0
CUST-10133,18.0,Female,1.0,7.0,0.0,1.0,Premium,Quarterly,231.7,13.0,0.0
CUST-10134,52.0,Female,17.0,18.0,4.0,6.0,Basic,Quarterly,2734.21,26.0,0.0
CUST-10135,54.0,Male,2.0,6.0,4.0,4.0,Standard,Quarterly,494.6,11.0,1.0
CUST-10136,64.0,Male,29.0,22.0,1.0,19.0,Basic,Monthly,2014.22,28.0,0.0
CUST-10137,31.0,Male,20.0,21.0,3.0,3.0,Basic,Annual,1735.42,22.0,0.0
CUST-10138,20.0,Male,6.0,5.0,1.0,3.0,Standard,Quarterly,717.45,26.0,0.0
CUST-10139,18.0,Male,8.0,19.0,2.0,7.0,Standard,Monthly,992.93,11.0,1.0
CUST-10140,22.0,Female,29.0,10.0,3.0,5.0,Standard,Quarterly,2464.19,2.0,0.0
CUST-10141,43.0,Male,48.0,15.0,2.0,3.0,Standard,Quarterly,7581.2,9.0,0.0
CUST-10142,31.0,Female,51.0,10.0,2.0,32.0,Premium,Monthly,6071.06,2.0,1.0
CUST-10143,56.0,Male,33.0,27.0,4.0,2.0,Premium,Monthly,4877.39,21.0,0.0
CUST-10144,44.0,Male,3.0,16.0,2.0,2.0,Standard,Monthly,714.35,19.0,1.0
CUST-10145,26.0,Male,35.0,12.0,0.0,13.0,Basic,Monthly,4475.02,26.0,0.0
CUST-10146,32.0,Female,5.0,18.0,0.0,0.0,Premium,Monthly,975.6,12.0,0.0
CUST-10147,32.0,Female,27.0,23.0,5.0,1.0,Premium,Quarterly,2354.58,9.0,0.0
CUST-10148,43.0,Female,44.0,1.0,3.0,6.0,Basic,Monthly,4742.87,9.0,0.0
CUST-10149,59.0,Male,12.0,16.0,1.0,1.0,Standard,Quarterly,1492.38,23.0,0.0
CUST-10150,30.0,Male,20.0,22.0,5.0,29.0,Premium,Annual,3013.5,10.0,1.0
CUST-10151,49.0,Female,45.0,6.0,2.0,4.0,Standard,Quarterly,4601.08,5.0,0.0
CUST-10152,56.0,Male,20.0,3.0,3.0,6.0,Standard,Quarterly,2681.39,9.0,0.0
CUST-10153,66.0,Female,9.0,2.0,1.0,1.0,Basic,Annual,1546.93,23.0,0.0
CUST-10154,49.0,Male,39.0,28.0,2.0,2.0,Standard,Quarterly,4212.83,18.0,0.0
CUST-10155,21.0,Male,4.0,2.0,3.0,6.0,Standard,Monthly,607.76,10.0,0.0
CUST-10156,47.0,Male,51.0,13.0,1.0,5.0,Basic,Monthly,4413.97,17.0,0.0
CUST-10157,54.0,Male,54.0,9.0,2.0,10.0,Standard,Quarterly,3368.37,26.0,0.0
CUST-10158,40.0,Female,19.0,16.0,1.0,2.0,Basic,Quarterly,2686.15,10.0,0.0
CUST-10159,56.0,Male,38.0,27.0,1.0,7.0,Standard,Annual,5877.91,14.0,0.0
CUST-10160,62.0,Male,27.0,5.0,3.0,2.0,Premium,Quarterly,2292.05,4.0,0.0
CUST-10161,32.0,Male,45.0,23.0,4.0,6.0,Standard,Annual,6629.84,10.0,0.0
CUST-10162,60.0,Male,43.0,28.0,1.0,6.0,Standard,Monthly,3424.29,24.0,0.0
CUST-10163,46.0,Female,13.0,21.0,2.0,0.0,Standard,Quarterly,1838.61,22.0,1.0
CUST-10164,53.0,Female,13.0,7.0,2.0,5.0,Basic,Annual,1380.15,18.0,0.0
CUST-10165,30.0,Female,57.0,13.0,2.0,0.0,Premium,Monthly,3986.59,5.0,0.0
CUST-10166,49.0,Female,22.0,20.0,0.0,4.0,Basic,Monthly,1273.61,9.0,0.0
CUST-10167,24.0,Male,28.0,24.0,3.0,8.0,Basic,Monthly,2797.4,6.0,1.0
CUST-10168,39.0,Female,52.0,29.0,3.0,0.0,Standard,Quarterly,3178.41,16.0,0.0
CUST-10169,45.0,Male,47.0,27.0,2.0,19.0,Standard,Monthly,3198.17,22.0,0.0
CUST-10170,19.0,Male,53.0,26.0,1.0,4.0,Basic,Quarterly,3710.93,23.0,0.0
CUST-10171,59.0,Female,45.0,13.0,2.0,19.0,Basic,Monthly,2328.5,16.0,0.0
CUST-10172,62.0,Male,22.0,27.0,3.0,0.0,Premium,Monthly,1554.46,29.0,0.0
CUST-10173,23.0,Female,43.0,26.0,1.0,20.0,Basic,Annual,5097.31,11.0,0.0
CUST-10174,45.0,Male,19.0,7.0,2.0,0.0,Basic,Monthly,2661.91,21.0,0.0
CUST-10175,45.0,Female,8.0,10.0,2.0,4.0,Basic,Monthly,1051.57,15.0,0.0
CUST-10176,61.0,Female,52.0,15.0,1.0,19.0,Basic,Monthly,3376.35,19.0,1.0
CUST-10177,61.0,Female,8.0,21.0,3.0,1.0,Standard,Quarterly,1233.57,3.0,0.0
CUST-10178,37.0,Female,42.0,27.0,5.0,0.0,Standard,Monthly,2598.31,16.0,0.0
CUST-10179,47.0,Female,26.0,6.0,0.0,11.0,Premium,Quarterly,3616.57,21.0,0.0
CUST-10180,28.0,Male,48.0,5.0,8.0,6.0,Basic,Annual,3272.4,20.0,0.0
CUST-10181,45.0,Female,51.0,23.0,3.0,5.0,Basic,Monthly,3795.12,5.0,1.0
CUST-10182,42.0,Male,26.0,28.0,2.0,0.0,Basic,Monthly,2052.92,9.0,1.0
CUST-10183,56.0,Female,23.0,2.0,5.0,7.0,Basic,Monthly,2113.15,5.0,0.0
CUST-10184,50.0,Female,43.0,21.0,1.0,1.0,Basic,Quarterly,5987.99,4.0,0.0
CUST-10185,18.0,Female,13.0,15.0,6.0,18.0,Basic,Monthly,1207.49,13.0,1.0
CUST-10186,44.0,Male,28.0,26.0,2.0,8.0,Basic,Quarterly,4357.75,20.0,0.0
CUST-10187,30.0,Male,9.0,16.0,3.0,8.0,Standard,Annual,1180.87,17.0,0.0
CUST-10188,58.0,Female,20.0,19.0,1.0,1.0,Basic,Monthly,2894.94,26.0,1.0
CUST-10189,20.0,Male,56.0,9.0,1.0,14.0,Basic,Quarterly,4020.96,20.0,0.0
CUST-10190,56.0,Male,19.0,29.0,1.0,5.0,Basic,Monthly,1377.96,12.0,0.0
CUST-10191,23.0,Male,48.0,22.0,8.0,13.0,Basic,Quarterly,5213.38,20.0,0.0
CUST-10192,25.0,Female,39.0,29.0,1.0,2.0,Standard,Monthly,2436.91,25.0,0.0
CUST-10193,44.0,Female,51.0,26.0,2.0,9.0,Basic,Quarterly,6701.88,27.0,0.0
CUST-10194,26.0,Male,12.0,19.0,5.0,5.0,Basic,Quarterly,1259.16,20.0,1.0
CUST-10195,54.0,Male,15.0,7.0,3.0,0.0,Basic,Monthly,1953.53,7.0,1.0
CUST-10196,50.0,Male,31.0,4.0,3.0,3.0,Basic,Quarterly,2436.26,1.0,0.0
CUST-10197,59.0,Female,55.0,3.0,4.0,1.0,Premium,Quarterly,6543.93,16.0,0.0
CUST-10198,61.0,Female,14.0,24.0,4.0,3.0,Premium,Monthly,1787.98,7.0,1.0
CUST-10199,41.0,Male,11.0,29.0,6.0,3.0,Basic,Annual,1777.02,2.0,1.0
CUST-10200,32.0,Male,26.0,20.0,2.0,4.0,Standard,Monthly,2328.77,12.0,0.0
CUST-10201,49.0,Male,42.0,11.0,2.0,6.0,Basic,Quarterly,6226.12,11.0,1.0
CUST-10202,49.0,Female,27.0,1.0,1.0,5.0,Basic,Monthly,4428.62,8.0,0.0
CUST-10203,41.0,Female,11.0,6.0,3.0,0.0,Basic,Quarterly,1558.67,1.0,0.0
CUST-10204,58.0,Male,38.0,26.0,6.0,9.0,Premium,Monthly,4261.16,26.0,1.0
CUST-10205,66.0,Male,34.0,11.0,2.0,20.0,Basic,Monthly,3453.21,3.0,0.0
CUST-10206,66.0,Male,43.0,27.0,4.0,3.0,Premium,Monthly,2801.63,8.0,0.0
CUST-10207,29.0,Female,19.0,1.0,3.0,1.0,Standard,Quarterly,3167.12,26.0,0.0
CUST-10208,56.0,Male,6.0,21.0,1.0,5.0,Basic,Quarterly,941.8,8.0,0.0
CUST-10209,19.0,Female,46.0,7.0,2.0,8.0,Premium,Quarterly,2755.08,11.0,0.0
CUST-10210,20.0,Female,52.0,6.0,3.0,7.0,Premium,Annual,4829.93,29.0,0.0
CUST-10211,66.0,Male,38.0,14.0,1.0,6.0,Premium,Annual,5390.47,21.0,0.0
CUST-10212,54.0,Male,49.0,2.0,4.0,1.0,Standard,Quarterly,2946.92,5.0,0.0
CUST-10213,66.0,Male,42.0,27.0,3.0,12.0,Basic,Quarterly,3312.94,8.0,0.0
CUST-10214,34.0,Female,28.0,4.0,5.0,3.0,Basic,Monthly,4302.57,26.0,1.0
CUST-10215,66.0,Female,1.0,11.0,2.0,1.0,Basic,Annual,185.48,21.0,0.0
CUST-10216,19.0,Female,35.0,15.0,3.0,0.0,Standard,Annual,5092.83,9.0,0.0
CUST-10217,19.0,Female,40.0,18.0,5.0,3.0,Premium,Monthly,2632.6,17.0,0.0
CUST-10218,45.0,Male,8.0,27.0,2.0,6.0,Standard,Quarterly,731.19,5.0,0.0
CUST-10219,40.0,Female,59.0,1.0,8.0,7.0,Premium,Annual,6722.72,19.0,0.0
CUST-10220,54.0,Female,52.0,3.0,4.0,23.0,Basic,Monthly,5381.17,19.0,1.0
CUST-10221,49.0,Male,54.0,3.0,1.0,1.0,Standard,Monthly,4775.89,2.0,0.0
CUST-10222,50.0,Female,47.0,28.0,4.0,29.0,Premium,Monthly,6658.72,19.0,1.0
CUST-10223,18.0,Female,56.0,7.0,3.0,7.0,Standard,Monthly,8108.17,23.0,0.0
CUST-10224,36.0,Female,7.0,1.0,1.0,4.0,Standard,Monthly,1035.02,15.0,0.0
CUST-10225,19.0,Female,11.0,25.0,1.0,15.0,Standard,Monthly,1166.97,8.0,0.0
CUST-10226,61.0,Female,39.0,11.0,0.0,8.0,Standard,Monthly,2720.63,28.0,0.0
CUST-10227,43.0,Female,4.0,6.0,5.0,3.0,Premium,Annual,590.69,24.0,0.0
CUST-10228,49.0,Male,25.0,20.0,1.0,15.0,Standard,Monthly,1899.29,27.0,0.0
CUST-10229,23.0,Male,12.0,3.0,2.0,7.0,Basic,Monthly,1631.05,8.0,0.0
CUST-10230,49.0,Female,26.0,19.0,1.0,8.0,Standard,Monthly,2555.53,1.0,0.0
CUST-10231,21.0,Male,38.0,2.0,2.0,15.0,Basic,Monthly,5486.52,14.0,0.0
CUST-10232,28.0,Male,46.0,18.0,3.0,4.0,Standard,Annual,4094.97,11.0,0.0
CUST-10233,34.0,Male,12.0,12.0,4.0,7.0,Basic,Annual,1507.49,7.0,0.0
CUST-10234,55.0,Male,43.0,29.0,1.0,9.0,Premium,Quarterly,5721.07,18.0,0.0
CUST-10235,41.0,Female,51.0,10.0,3.0,4.0,Premium,Monthly,5950.53,27.0,0.0
CUST-10236,22.0,Female,53.0,5.0,2.0,0.0,Basic,Quarterly,7849.02,15.0,0.0
CUST-10237,51.0,Male,37.0,9.0,0.0,10.0,Basic,Monthly,4330.74,10.0,0.0
CUST-10238,23.0,Male,46.0,2.0,4.0,0.0,Standard,Monthly,6753.35,4.0,0.0
CUST-10239,39.0,Male,53.0,2.0,5.0,8.0,Premium,Monthly,4320.76,21.0,0.0
CUST-10240,28.0,Female,24.0,28.0,1.0,16.0,Basic,Annual,2965.88,28.0,0.0
CUST-10241,65.0,Female,16.0,6.0,3.0,2.0,Basic,Monthly,2061.26,1.0,0.0
CUST-10242,33.0,Male,57.0,29.0,3.0,0.0,Standard,Quarterly,8552.62,14.0,0.0
CUST-10243,50.0,Female,13.0,10.0,4.0,1.0,Standard,Monthly,1267.65,20.0,1.0
CUST-10244,26.0,Female,25.0,18.0,2.0,5.0,Basic,Monthly,1876.28,20.0,1.0
CUST-10245,23.0,Female,54.0,12.0,4.0,20.0,Standard,Quarterly,6311.27,25.0,1.0
CUST-10246,33.0,Female,54.0,4.0,1.0,5.0,Premium,Monthly,4125.77,9.0,0.0
CUST-10247,46.0,Male,57.0,22.0,4.0,0.0,Basic,Annual,6864.5,13.0,0.0
CUST-10248,20.0,Female,52.0,21.0,1.0,6.0,Standard,Monthly,8010.19,29.0,0.0
CUST-10249,37.0,Male,54.0,17.0,1.0,9.0,Basic,Monthly,8121.9,27.0,0.0
CUST-10250,53.0,Female,4.0,15.0,2.0,3.0,Basic,Quarterly,730.16,26.0,0.0
CUST-10251,36.0,Female,11.0,6.0,0.0,8.0,Basic,Quarterly,833.84,17.0,1.0
CUST-10252,43.0,Female,32.0,16.0,2.0,2.0,Standard,Monthly,3579.83,24.0,0.0
CUST-10253,20.0,Female,49.0,17.0,1.0,10.0,Premium,Quarterly,5598.02,20.0,0.0
CUST-10254,36.0,Male,7.0,3.0,1.0,2.0,Standard,Quarterly,1294.95,4.0,0.0
CUST-10255,37.0,Female,46.0,10.0,1.0,2.0,Basic,Monthly,5793.24,5.0,0.0
CUST-10256,49.0,Female,58.0,5.0,1.0,14.0,Basic,Annual,6587.24,18.0,0.0
CUST-10257,24.0,Female,11.0,14.0,4.0,5.0,Standard,Monthly,1139.58,17.0,0.0
CUST-10258,58.0,Male,28.0,26.0,4.0,2.0,Basic,Monthly,4066.52,21.0,1.0
CUST-10259,50.0,Male,54.0,29.0,3.0,19.0,Basic,Quarterly,3568.75,7.0,0.0
CUST-10260,57.0,Male,41.0,21.0,2.0,8.0,Standard,Monthly,2320.75,10.0,0.0
CUST-10261,56.0,Female,23.0,13.0,3.0,1.0,Premium,Quarterly,3351.29,9.0,0.0
CUST-10262,35.0,Female,45.0,26.0,0.0,6.0,Basic,Monthly,4995.01,28.0,0.0
CUST-10263,57.0,Male,23.0,6.0,2.0,14.0,Standard,Monthly,3085.66,28.0,1.0
CUST-10264,18.0,Female,50.0,12.0,7.0,8.0,Basic,Annual,4571.21,13.0,0.0
CUST-10265,28.0,Female,28.0,26.0,0.0,1.0,Standard,Quarterly,1799.06,18.0,0.0
